,Supply,Return,Out_Temp,date,Hum,Cloud_Cover,Precipitaion_height,Precipitation_index,Precipitation_form,Sunshine_Duration,Mean_Wind_Spdeed,Month,Hour,Off_Days
561025,95.4426803774538,57.96019072736494,7.45325561042142,,,,,,,,,,,
561026,90.34110146088142,50.079456663816565,5.733688807855183,,,,,,,,,,,
561027,92.33920895419999,49.23712764902445,2.8875771072716807,,,,,,,,,,,
561028,101.09024099065071,55.92183219587988,4.44510201669824,,,,,,,,,,,
561029,94.88703363225143,58.70403763259256,10.776776081085487,,,,,,,,,,,
561030,99.43148308608741,51.40854154334778,6.830230187317426,,,,,,,,,,,
561031,97.71416261831067,47.85521518958056,7.355961169207234,,,,,,,,,,,
561032,93.36206795530101,58.25952584334922,2.5421443731219107,,,,,,,,,,,
561033,97.54386770021365,57.39279388327503,4.373185251609081,,,,,,,,,,,
561034,99.91841799414127,56.38213871024335,2.2851721767021074,,,,,,,,,,,
561035,97.89519148337178,47.60497232586829,7.0336396555366445,,,,,,,,,,,
561036,95.23050541175654,49.66495326114564,5.54942644575606,,,,,,,,,,,
561037,96.60202066027043,51.0262711740449,3.690385835335558,,,,,,,,,,,
561038,94.0483406931831,53.36738269760376,9.78939490963134,,,,,,,,,,,
561039,89.54037462306171,52.30994442318286,9.398795260549534,,,,,,,,,,,
561040,92.31840351923391,54.34399891421571,3.2619412839586355,,,,,,,,,,,
561041,87.37388370363814,58.27122063225434,0.8582579108683,,,,,,,,,,,
561042,95.6532215147361,51.233049799115165,9.410229811957995,,,,,,,,,,,
561043,91.47717920578808,58.81395147842004,5.1615977553389705,,,,,,,,,,,
561044,89.98668642302776,57.113308440278125,5.943897148867628,,,,,,,,,,,
561045,94.57345024384598,54.62483665083368,1.218885591644547,,,,,,,,,,,
561046,94.25393843481311,51.27650494137286,6.022222746448298,,,,,,,,,,,
561047,94.0285949389071,53.856990205876926,7.185233458061055,,,,,,,,,,,
561048,89.22870215007045,53.28920458797722,7.67933886097021,,,,,,,,,,,
561049,93.10767703643323,56.313436411244524,6.125178041653118,,,,,,,,,,,
561050,101.01494425242602,60.93803941990197,7.236762546507963,,,,,,,,,,,
561051,100.4940087403467,51.27496512145673,6.828902625665684,,,,,,,,,,,
561052,100.74204815254534,53.57835208992631,5.3325003979354095,,,,,,,,,,,
561053,97.10929954760863,58.426785527993715,3.1727784027671566,,,,,,,,,,,
561054,96.15681878937765,47.17903424110865,4.201845346931305,,,,,,,,,,,
561055,97.3639010813229,57.4487782918665,9.436765847577345,,,,,,,,,,,
561056,92.22563663324098,60.52300529619019,1.7767494023451884,,,,,,,,,,,
561057,96.08105004036031,51.66173435084045,4.550986528611595,,,,,,,,,,,
561058,88.29944083807278,57.57886084198017,9.587980709765223,,,,,,,,,,,
561059,88.75137870542716,54.67978559557083,3.9814149691630645,,,,,,,,,,,
561060,92.22400685018836,56.64152655949249,2.5626205119875722,,,,,,,,,,,
561061,96.07100289101133,53.28430469034312,6.271233215743733,,,,,,,,,,,
561062,88.1094624971575,51.08187504408238,3.651595215969863,,,,,,,,,,,
561063,90.9625550411834,59.818938170145735,10.397282885095475,,,,,,,,,,,
